/* DATA DESCRIPTION:
Citation:	Angelopoulos, Michael; Westermann, Sebastian; Overduin, Pier Paul; Faguet, Alexey; Olenchenko, Vladimir; Grosse, Guido; Grigoriev, Mikhail N (2018): Terrestrial and nearshore apparent resistivity data on the Bykovsky Peninsula in July 2017. PANGAEA, https://doi.org/10.1594/PANGAEA.895886, 
	In supplement to: Angelopoulos, M et al. (2019): Heat and Salt Flow in Subsea Permafrost Modeled with CryoGRID2. Journal of Geophysical Research-Earth Surface, 124(4), 920-937, https://doi.org/10.1029/2018JF004823
Project(s):	Permafrost Research (Periglacial Dynamics) @ AWI (AWI_PerDyn) (URI: http://www.awi.de/en/science/geosciences/periglacial-research.html)
	Rapid Permafrost Thaw in a Warming Arctic and Impacts on the Soil Organic Carbon Pool (PETA-CARB) (URI: https://www.awi.de/en/science/junior-groups/peta-carb.html)
Funding:	Seventh Framework Programme (FP7), grant/award no. 338335: Rapid Permafrost Thaw in a Warming Arctic and Impacts on the Soil Organic Carbon Pool (URI: https://cordis.europa.eu/project/id/338335)
Coverage:	MEDIAN LATITUDE: 71.732605 * MEDIAN LONGITUDE: 129.317215 * SOUTH-BOUND LATITUDE: 71.731130 * WEST-BOUND LONGITUDE: 129.315250 * NORTH-BOUND LATITUDE: 71.734080 * EAST-BOUND LONGITUDE: 129.319180
	DATE/TIME START: 2017-07-29T00:00:00 * DATE/TIME END: 2017-07-29T00:00:00
Event(s):	ERT_BYK_land_2017 * LATITUDE START: 71.734080 * LONGITUDE START: 129.315250 * LATITUDE END: 71.731130 * LONGITUDE END: 129.319180 * DATE/TIME: 2017-07-29T00:00:00 * LOCATION: Bykovsky Peninsula, Lena Delta, Siberia * METHOD/DEVICE: Electrical resistivity tomography (ERT)
Comment:	In July 2017, apparent resistivity data were collected with a Skala system on land and in the nearshore zone. In the nearshore zone, the electrodes lay directly on the seabed. Each row of data includes the position and elevation (in metres) of the two current electrodes (C1 and C2) and the two potential electrodes (P1 and P2), as well as the apparent resistivity (in ohm-meters). The latitude and longitude for the survey start and end points are:
	Profile start: Lat=71.73408, Lon=129.31525
	Profile end: Lat=71.73113, Lon=129.31918
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html)
	Distance [m] (Distance) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: C1 surface distance: position relative to profile start
	Sample elevation [m] (Elevation) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: C1
	Distance [m] (Distance) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: C2 surface distance: position relative to profile start
	Sample elevation [m] (Elevation) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: C2
	Distance [m] (Distance) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: P1 surface distance: position relative to profile start
	Sample elevation [m] (Elevation) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: P1
	Distance [m] (Distance) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: P2 surface distance: position relative to profile start
	Sample elevation [m] (Elevation) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * COMMENT: P2
	Resistivity, apparent [Ohm m] (Resistivity app) * PI: Angelopoulos, Michael (https://orcid.org/0000-0003-2574-5108, michael.angelopoulos@awi.de, https://www.awi.de/en/about-us/organisation/staff/michael-angelopoulos.html) * METHOD/DEVICE: Electrical survey system, Skala
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	6228 data points
*/
Date/Time	Distance [m] (C1 surface distance: position...)	Elevation [m] (C1)	Distance [m] (C2 surface distance: position...)	Elevation [m] (C2)	Distance [m] (P1 surface distance: position...)	Elevation [m] (P1)	Distance [m] (P2 surface distance: position...)	Elevation [m] (P2)	Resistivity app [Ohm m]
2017-07-29	185	17.000	160	16.600	280	-1.818	305	-2.717	249.7983
2017-07-29	190	16.700	165	16.600	285	-2.045	310	-2.825	223.6095
2017-07-29	195	16.700	170	16.700	290	-2.273	315	-2.933	223.1883
2017-07-29	200	15.600	175	17.000	295	-2.500	320	-3.042	184.3808
2017-07-29	205	13.700	180	17.000	300	-2.608	325	-3.150	153.4493
2017-07-29	210	12.700	185	17.000	305	-2.717	330	-3.258	156.9099
2017-07-29	215	13.500	190	16.700	310	-2.825	335	-3.367	123.1152
2017-07-29	220	9.700	195	16.700	315	-2.933	340	-3.475	85.8424
2017-07-29	225	6.900	200	15.600	320	-3.042	345	-3.583	73.6004
2017-07-29	230	4.300	205	13.700	325	-3.150	350	-3.692	66.2669
2017-07-29	235	0.000	210	12.700	330	-3.258	355	-3.800	56.4816
2017-07-29	25	14.700	0	14.600	130	16.100	155	16.600	58447.7109
2017-07-29	30	14.600	5	14.300	135	16.300	160	16.600	51113.2305
2017-07-29	35	14.600	10	14.300	140	16.300	165	16.600	48938.1797
2017-07-29	40	14.900	15	14.300	145	16.400	170	16.700	55018.7969
2017-07-29	45	14.600	20	14.500	150	16.500	175	17.000	56102.8164
2017-07-29	50	14.700	25	14.700	155	16.600	180	17.000	50751.9648
2017-07-29	55	14.600	30	14.600	160	16.600	185	17.000	54291.6914
2017-07-29	60	14.900	35	14.600	165	16.600	190	16.700	67474.6250
2017-07-29	65	14.900	40	14.900	170	16.700	195	16.700	79379.9922
2017-07-29	75	15.500	50	14.700	180	17.000	205	13.700	83520.5938
2017-07-29	80	15.400	55	14.600	185	17.000	210	12.700	90622.9141
2017-07-29	85	15.500	60	14.900	190	16.700	215	13.500	80082.2188
2017-07-29	90	15.500	65	14.900	195	16.700	220	9.700	58357.2070
2017-07-29	95	15.800	70	15.200	200	15.600	225	6.900	57443.4531
2017-07-29	100	15.600	75	15.500	205	13.700	230	4.300	43183.4102
2017-07-29	105	15.800	80	15.400	210	12.700	235	0.000	31378.0098
2017-07-29	145	16.400	120	16.100	250	-0.455	275	-1.591	629.5585
2017-07-29	150	16.500	125	16.100	255	-0.682	280	-1.818	511.8735
2017-07-29	155	16.600	130	16.100	260	-0.909	285	-2.045	444.2759
2017-07-29	160	16.600	135	16.300	265	-1.136	290	-2.273	368.6010
2017-07-29	165	16.600	140	16.300	270	-1.364	295	-2.500	450.6664
2017-07-29	170	16.700	145	16.400	275	-1.591	300	-2.608	303.4249
2017-07-29	175	17.000	150	16.500	280	-1.818	305	-2.717	273.9747
2017-07-29	180	17.000	155	16.600	285	-2.045	310	-2.825	234.2532
2017-07-29	185	17.000	160	16.600	290	-2.273	315	-2.933	214.7403
2017-07-29	190	16.700	165	16.600	295	-2.500	320	-3.042	207.1682
2017-07-29	195	16.700	170	16.700	300	-2.608	325	-3.150	197.2767
2017-07-29	200	15.600	175	17.000	305	-2.717	330	-3.258	170.9266
2017-07-29	205	13.700	180	17.000	310	-2.825	335	-3.367	153.3226
2017-07-29	210	12.700	185	17.000	315	-2.933	340	-3.475	149.7875
2017-07-29	215	13.500	190	16.700	320	-3.042	345	-3.583	126.4258
2017-07-29	220	9.700	195	16.700	325	-3.150	350	-3.692	84.3044
2017-07-29	225	6.900	200	15.600	330	-3.258	355	-3.800	74.1222
2017-07-29	25	14.700	0	14.600	140	16.300	165	16.600	62954.8438
2017-07-29	30	14.600	5	14.300	145	16.400	170	16.700	57841.4336
2017-07-29	35	14.600	10	14.300	150	16.500	175	17.000	60571.7266
2017-07-29	40	14.900	15	14.300	155	16.600	180	17.000	64610.0859
2017-07-29	45	14.600	20	14.500	160	16.600	185	17.000	67997.3438
2017-07-29	50	14.700	25	14.700	165	16.600	190	16.700	57971.2266
2017-07-29	55	14.600	30	14.600	170	16.700	195	16.700	68254.9219
2017-07-29	65	14.900	40	14.900	180	17.000	205	13.700	75486.9219
2017-07-29	70	15.200	45	14.600	185	17.000	210	12.700	88516.4063
2017-07-29	75	15.500	50	14.700	190	16.700	215	13.500	78340.7344
2017-07-29	80	15.400	55	14.600	195	16.700	220	9.700	61471.5859
2017-07-29	90	15.500	65	14.900	205	13.700	230	4.300	51483.9258
2017-07-29	95	15.800	70	15.200	210	12.700	235	0.000	34102.9609
2017-07-29	145	16.400	120	16.100	260	-0.909	285	-2.045	487.3961
2017-07-29	150	16.500	125	16.100	265	-1.136	290	-2.273	403.7448
2017-07-29	155	16.600	130	16.100	270	-1.364	295	-2.500	290.9197
2017-07-29	160	16.600	135	16.300	275	-1.591	300	-2.608	300.7422
2017-07-29	165	16.600	140	16.300	280	-1.818	305	-2.717	263.2402
2017-07-29	170	16.700	145	16.400	285	-2.045	310	-2.825	237.7987
2017-07-29	175	17.000	150	16.500	290	-2.273	315	-2.933	234.8397
2017-07-29	180	17.000	155	16.600	295	-2.500	320	-3.042	214.2693
2017-07-29	185	17.000	160	16.600	300	-2.608	325	-3.150	189.6103
2017-07-29	190	16.700	165	16.600	305	-2.717	330	-3.258	188.3925
2017-07-29	195	16.700	170	16.700	310	-2.825	335	-3.367	199.0188
2017-07-29	200	15.600	175	17.000	315	-2.933	340	-3.475	167.5765
2017-07-29	205	13.700	180	17.000	320	-3.042	345	-3.583	148.9223
2017-07-29	210	12.700	185	17.000	325	-3.150	350	-3.692	150.5767
2017-07-29	215	13.500	190	16.700	330	-3.258	355	-3.800	126.3959
2017-07-29	25	14.700	0	14.600	150	16.500	175	17.000	76030.1016
2017-07-29	30	14.600	5	14.300	155	16.600	180	17.000	67133.9219
2017-07-29	35	14.600	10	14.300	160	16.600	185	17.000	64880.9258
2017-07-29	40	14.900	15	14.300	165	16.600	190	16.700	74168.6719
2017-07-29	45	14.600	20	14.500	170	16.700	195	16.700	70507.3047
2017-07-29	55	14.600	30	14.600	180	17.000	205	13.700	64211.7891
2017-07-29	60	14.900	35	14.600	185	17.000	210	12.700	73986.0859
2017-07-29	65	14.900	40	14.900	190	16.700	215	13.500	70516.2188
2017-07-29	70	15.200	45	14.600	195	16.700	220	9.700	59304.3555
2017-07-29	80	15.400	55	14.600	205	13.700	230	4.300	53374.0000
2017-07-29	85	15.500	60	14.900	210	12.700	235	0.000	44086.4258
2017-07-29	145	16.400	120	16.100	270	-1.364	295	-2.500	413.9009
2017-07-29	150	16.500	125	16.100	275	-1.591	300	-2.608	327.1920
2017-07-29	155	16.600	130	16.100	280	-1.818	305	-2.717	275.7476
2017-07-29	160	16.600	135	16.300	285	-2.045	310	-2.825	238.3918
2017-07-29	165	16.600	140	16.300	290	-2.273	315	-2.933	214.8871
2017-07-29	170	16.700	145	16.400	295	-2.500	320	-3.042	220.4239
2017-07-29	175	17.000	150	16.500	300	-2.608	325	-3.150	208.8274
2017-07-29	180	17.000	155	16.600	305	-2.717	330	-3.258	197.1221
2017-07-29	185	17.000	160	16.600	310	-2.825	335	-3.367	191.4665
2017-07-29	190	16.700	165	16.600	315	-2.933	340	-3.475	185.5107
2017-07-29	195	16.700	170	16.700	320	-3.042	345	-3.583	185.0522
2017-07-29	200	15.600	175	17.000	325	-3.150	350	-3.692	168.0129
2017-07-29	205	13.700	180	17.000	330	-3.258	355	-3.800	149.5244
2017-07-29	25	14.700	0	14.600	160	16.600	185	17.000	83896.5703
2017-07-29	30	14.600	5	14.300	165	16.600	190	16.700	75598.6094
2017-07-29	35	14.600	10	14.300	170	16.700	195	16.700	79765.8672
2017-07-29	45	14.600	20	14.500	180	17.000	205	13.700	65603.5703
2017-07-29	50	14.700	25	14.700	185	17.000	210	12.700	62624.4023
2017-07-29	55	14.600	30	14.600	190	16.700	215	13.500	59228.0430
2017-07-29	60	14.900	35	14.600	195	16.700	220	9.700	49179.9805
2017-07-29	65	14.900	40	14.900	200	15.600	225	6.900	43975.6719
2017-07-29	70	15.200	45	14.600	205	13.700	230	4.300	51002.3906
2017-07-29	75	15.500	50	14.700	210	12.700	235	0.000	47688.5859
2017-07-29	145	16.400	120	16.100	280	-1.818	305	-2.717	306.9214
2017-07-29	150	16.500	125	16.100	285	-2.045	310	-2.825	258.5160
2017-07-29	155	16.600	130	16.100	290	-2.273	315	-2.933	243.2767
2017-07-29	160	16.600	135	16.300	295	-2.500	320	-3.042	220.8224
2017-07-29	165	16.600	140	16.300	300	-2.608	325	-3.150	182.4170
2017-07-29	170	16.700	145	16.400	305	-2.717	330	-3.258	195.8857
2017-07-29	175	17.000	150	16.500	310	-2.825	335	-3.367	206.1937
2017-07-29	180	17.000	155	16.600	315	-2.933	340	-3.475	195.0783
2017-07-29	185	17.000	160	16.600	320	-3.042	345	-3.583	179.4835
2017-07-29	190	16.700	165	16.600	325	-3.150	350	-3.692	170.8300
2017-07-29	195	16.700	170	16.700	330	-3.258	355	-3.800	191.1838
2017-07-29	25	14.700	0	14.600	170	16.700	195	16.700	96457.2266
2017-07-29	30	14.600	5	14.300	175	17.000	200	15.600	54103.0820
2017-07-29	35	14.600	10	14.300	180	17.000	205	13.700	73840.0156
2017-07-29	40	14.900	15	14.300	185	17.000	210	12.700	78405.0625
2017-07-29	45	14.600	20	14.500	190	16.700	215	13.500	62044.9258
2017-07-29	50	14.700	25	14.700	195	16.700	220	9.700	41390.1016
2017-07-29	60	14.900	35	14.600	205	13.700	230	4.300	42113.7383
2017-07-29	65	14.900	40	14.900	210	12.700	235	0.000	36034.0117
2017-07-29	145	16.400	120	16.100	290	-2.273	315	-2.933	257.4949
2017-07-29	150	16.500	125	16.100	295	-2.500	320	-3.042	235.8270
2017-07-29	155	16.600	130	16.100	300	-2.608	325	-3.150	219.2310
2017-07-29	160	16.600	135	16.300	305	-2.717	330	-3.258	198.7593
2017-07-29	165	16.600	140	16.300	310	-2.825	335	-3.367	196.4659
2017-07-29	170	16.700	145	16.400	315	-2.933	340	-3.475	184.2282
2017-07-29	175	17.000	150	16.500	320	-3.042	345	-3.583	202.0943
2017-07-29	180	17.000	155	16.600	325	-3.150	350	-3.692	191.4742
2017-07-29	185	17.000	160	16.600	330	-3.258	355	-3.800	178.5537
2017-07-29	25	14.700	0	14.600	180	17.000	205	13.700	88736.5703
2017-07-29	30	14.600	5	14.300	185	17.000	210	12.700	78758.2500
2017-07-29	35	14.600	10	14.300	190	16.700	215	13.500	66331.3438
2017-07-29	40	14.900	15	14.300	195	16.700	220	9.700	51292.8516
2017-07-29	55	14.600	30	14.600	210	12.700	235	0.000	38766.1875
2017-07-29	145	16.400	120	16.100	300	-2.608	325	-3.150	234.6142
2017-07-29	150	16.500	125	16.100	305	-2.717	330	-3.258	219.1824
2017-07-29	155	16.600	130	16.100	310	-2.825	335	-3.367	205.0044
2017-07-29	160	16.600	135	16.300	315	-2.933	340	-3.475	189.0959
2017-07-29	165	16.600	140	16.300	320	-3.042	345	-3.583	166.5245
2017-07-29	170	16.700	145	16.400	325	-3.150	350	-3.692	193.6064
2017-07-29	175	17.000	150	16.500	330	-3.258	355	-3.800	208.3287
